32 20 41 0 0 0 0
33 12 41 0.00390625 0.00390625 0.02734375 0.083984375
34 16 41 0.068359375 0.00390625 0.099609375 0.083984375
35 26 41 0.1328125 0.00390625 0.18359375 0.083984375
36 19 41 0.197265625 0.00390625 0.234375 0.083984375
37 30 41 0.26171875 0.00390625 0.3203125 0.083984375
38 25 41 0.326171875 0.00390625 0.375 0.083984375
39 10 41 0.390625 0.00390625 0.41015625 0.083984375
40 16 41 0.455078125 0.00390625 0.486328125 0.083984375
41 17 41 0.51953125 0.00390625 0.552734375 0.083984375
42 18 41 0.583984375 0.00390625 0.619140625 0.083984375
43 19 41 0.6484375 0.00390625 0.685546875 0.083984375
44 15 41 0.712890625 0.00390625 0.7421875 0.083984375
45 17 41 0.77734375 0.00390625 0.810546875 0.083984375
46 13 41 0.841796875 0.00390625 0.8671875 0.083984375
47 15 41 0.90625 0.00390625 0.935546875 0.083984375
48 24 41 0.00390625 0.083984375 0.05078125 0.1640625
49 14 41 0.068359375 0.083984375 0.095703125 0.1640625
50 21 41 0.1328125 0.083984375 0.173828125 0.1640625
51 20 41 0.197265625 0.083984375 0.236328125 0.1640625
52 22 41 0.26171875 0.083984375 0.3046875 0.1640625
53 20 41 0.326171875 0.083984375 0.365234375 0.1640625
54 22 41 0.390625 0.083984375 0.43359375 0.1640625
55 19 41 0.455078125 0.083984375 0.4921875 0.1640625
56 20 41 0.51953125 0.083984375 0.55859375 0.1640625
57 22 41 0.583984375 0.083984375 0.626953125 0.1640625
58 12 41 0.6484375 0.083984375 0.671875 0.1640625
59 14 41 0.712890625 0.083984375 0.740234375 0.1640625
60 16 41 0.77734375 0.083984375 0.80859375 0.1640625
61 18 41 0.841796875 0.083984375 0.876953125 0.1640625
62 16 41 0.90625 0.083984375 0.9375 0.1640625
63 18 41 0.00390625 0.1640625 0.0390625 0.244140625
64 26 41 0.068359375 0.1640625 0.119140625 0.244140625
65 27 41 0.1328125 0.1640625 0.185546875 0.244140625
66 23 41 0.197265625 0.1640625 0.2421875 0.244140625
67 24 41 0.26171875 0.1640625 0.30859375 0.244140625
68 26 41 0.326171875 0.1640625 0.376953125 0.244140625
69 21 41 0.390625 0.1640625 0.431640625 0.244140625
70 21 41 0.455078125 0.1640625 0.49609375 0.244140625
71 26 41 0.51953125 0.1640625 0.5703125 0.244140625
72 27 41 0.583984375 0.1640625 0.63671875 0.244140625
73 13 41 0.6484375 0.1640625 0.673828125 0.244140625
74 15 41 0.712890625 0.1640625 0.7421875 0.244140625
75 24 41 0.77734375 0.1640625 0.82421875 0.244140625
76 21 41 0.841796875 0.1640625 0.8828125 0.244140625
77 29 41 0.90625 0.1640625 0.962890625 0.244140625
78 27 41 0.00390625 0.244140625 0.056640625 0.32421875
79 28 41 0.068359375 0.244140625 0.123046875 0.32421875
80 24 41 0.1328125 0.244140625 0.1796875 0.32421875
81 28 41 0.197265625 0.244140625 0.251953125 0.32421875
82 23 41 0.26171875 0.244140625 0.306640625 0.32421875
83 16 41 0.326171875 0.244140625 0.357421875 0.32421875
84 21 41 0.390625 0.244140625 0.431640625 0.32421875
85 25 41 0.455078125 0.244140625 0.50390625 0.32421875
86 24 41 0.51953125 0.244140625 0.56640625 0.32421875
